time,connectivity
00:08:27,"[0,0,0,0,0,0,1]"
00:08:30,"[0,0,0,0,0,0,1]"
00:08:32,"[0,0,0,0,0,0,1]"
00:08:35,"[0,0,0,0,0,0,1]"
00:08:37,"[0,0,0,0,0,0,1]"
00:08:40,"[0,0,0,0,0,0,1]"
00:08:42,"[0,0,1,0,0,0,1]"
00:08:43,"[1,0,1,0,0,0,1]"
00:08:44,"[1,0,1,0,0,0,1]"
00:08:45,"[1,0,1,0,0,0,1]"
00:08:46,"[1,0,1,0,0,0,1]"
00:08:46,"[1,0,1,0,0,0,1]"
00:08:48,"[1,0,1,0,0,0,1]"
00:08:48,"[1,0,1,0,0,0,1]"
00:08:49,"[1,0,1,0,0,0,1]"
00:08:50,"[1,0,1,0,0,0,1]"
00:08:51,"[1,0,1,0,0,0,1]"
00:08:51,"[1,0,1,0,0,0,1]"
00:08:53,"[1,0,1,0,0,0,1]"
00:08:53,"[1,0,1,0,0,0,1]"
00:08:54,"[1,0,1,0,0,0,1]"
00:08:55,"[1,0,1,0,0,0,1]"
00:08:56,"[1,0,1,0,0,0,1]"
00:08:56,"[1,0,1,0,0,0,1]"
00:08:58,"[1,0,1,0,0,0,1]"
00:08:58,"[1,0,1,0,0,0,1]"
00:08:59,"[1,0,1,0,0,0,1]"
00:09:00,"[1,0,1,0,0,0,1]"
00:09:01,"[1,0,1,0,0,0,1]"
00:09:01,"[1,0,1,0,0,0,1]"
00:09:03,"[1,0,1,0,0,0,1]"
00:09:03,"[1,0,1,0,0,0,1]"
00:09:04,"[1,0,1,0,0,0,1]"
00:09:05,"[1,0,1,0,0,0,1]"
00:09:06,"[1,0,1,0,0,0,1]"
00:09:06,"[1,0,1,0,0,0,1]"
00:09:08,"[1,0,1,0,0,0,1]"
00:09:08,"[1,0,1,0,0,0,1]"
00:09:09,"[1,0,1,0,0,0,1]"
00:09:10,"[1,0,1,0,0,0,1]"
00:09:11,"[1,0,1,0,0,0,1]"
00:09:11,"[1,0,1,0,0,0,1]"
00:09:13,"[1,0,1,0,0,0,1]"
00:09:13,"[1,0,1,0,0,0,1]"
00:09:14,"[1,0,1,0,0,0,1]"
00:09:15,"[1,0,1,0,0,0,1]"
00:09:16,"[1,0,1,0,0,0,1]"
00:09:16,"[1,0,1,0,0,0,1]"
00:09:18,"[1,0,1,0,0,0,1]"
00:09:18,"[1,0,1,0,0,0,1]"
00:09:19,"[1,0,1,0,0,0,1]"
00:09:20,"[1,0,1,0,0,0,1]"
00:09:21,"[1,0,1,0,0,0,1]"
00:09:21,"[1,0,1,0,0,0,1]"
00:09:23,"[1,0,1,0,0,0,1]"
00:09:24,"[1,0,1,0,0,0,1]"
00:09:25,"[1,0,1,0,0,0,1]"
00:09:26,"[1,0,1,0,0,0,1]"
00:09:26,"[1,0,1,0,0,0,1]"
00:09:28,"[1,0,1,0,0,0,1]"
00:09:28,"[1,0,1,0,0,0,1]"
00:09:29,"[1,0,1,0,0,0,1]"
00:09:30,"[1,0,1,0,0,0,1]"
00:09:31,"[1,0,1,0,0,0,1]"
00:09:31,"[1,0,1,0,0,0,1]"
